id,attester,recipient,refUID,revocable,revocationTime,revoked,expirationTime,data,schema.id,decodedDataJson
0x01e023f657b0ce35da9a93ea3c7cf2f330cf7613ba7fdb084479c4eb98fee187,0x357458739F90461b99789350868CD7CF330Dd7EE,0x133E9684c6D82b0e489Fa246669282B2b50BCdd1,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x01f6cb53f87bbe2c408e28402ec450668cdb99e40275b3222a59889c0de3e1ea,0x357458739F90461b99789350868CD7CF330Dd7EE,0x6842bd6820c774f4662dDcF9060992c36b2641Eb,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x022cf90b000839a5dcf12f22cb8f1bfb744c7f0bae6f18022443e9b5c8ef54d5,0x357458739F90461b99789350868CD7CF330Dd7EE,0x0B0f71f8B69A1b7E72868a89eA2ce960F82836cb,0x0000000000000000000000000000000000000000000000000000000000000000,1,1719519455,1,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x023107f8d4d7d4a3222e7aa058676786703d8a86fa6b5cd1fd7f38ea26295212,0x357458739F90461b99789350868CD7CF330Dd7EE,0x9549165A1ccf63a382a901cE51b4d01c8f90c5d6,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x0261f3ed9aa679e886285183f3578f60c61a8b78423a84bf89d9d08781e8907a,0x357458739F90461b99789350868CD7CF330Dd7EE,0xcdac8922f4081C320262A06626b47631e9306C12,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x026b6ce6f16fb6ae001438f28edf16ffc01286b7edfb6ebd9d4693474d11312c,0x357458739F90461b99789350868CD7CF330Dd7EE,0x722A9407bF3f1F0C5D8da6348CB2953E8C9e51fF,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x029c31e4bc873d26cfcd8902e94bc4257fe459cce0fa9016c6e9edabc4bf493f,0x357458739F90461b99789350868CD7CF330Dd7EE,0x99Cb3447D0aC2Dd70586A84694AA8e6a1a6DcFa9,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x02d12e7f4d2283a1e3470602816ae74003d20ef618b0d26df6bf12900bb242ac,0x357458739F90461b99789350868CD7CF330Dd7EE,0x0e7eAe494f0963b80D72e1f06EFc560C2062bA51,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x02d379271c201985c1af7ddf7040834d14d4e835fd1126d6cad588c765ebc735,0x357458739F90461b99789350868CD7CF330Dd7EE,0xc80e8A71c118104447B9E93f34458eaB62286664,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x0323efc16e77f9d7bff87c02e86b0abc7badac2486f099d1929158635296db17,0x357458739F90461b99789350868CD7CF330Dd7EE,0x86D2a346256F6F34486aE6B2A4B9Ec327871770f,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x034bb85de292729750792ea2945c8fb68e5b0e701b20a7ed5bc7066c2b03fd17,0x357458739F90461b99789350868CD7CF330Dd7EE,0x5DF3A317e646788084e8ACD661EAb22ebD747E4e,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x035d757367a7382ea769a967e1a40dd1130344bcf74e898425a7fa409b767d30,0x357458739F90461b99789350868CD7CF330Dd7EE,0x19fF976708C74fC535a8A4f62D430ab4C5bBeD7C,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x0392b7dd86e21c1ab3f30370b24215545abe8a9482fb884d6f60210bddec5f73,0x357458739F90461b99789350868CD7CF330Dd7EE,0x11B691A2f66d47315f98a4553BF458E9c3D0cE7b,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x039cfc1c8f4189a442fc48c1856143d6c97698645146992bbb80465769945cb0,0x357458739F90461b99789350868CD7CF330Dd7EE,0x16D972cA56F51437af6Eba8f9fF836770f61Eb81,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x03e5a53b7f5dbf8ad706ef0a78f638f253cf1e4e224c08d8f0083575d84c8f18,0x357458739F90461b99789350868CD7CF330Dd7EE,0x6A6686d594Bba94961C193c537d85bc0a97E3696,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x03e9f0c92b875f1dfc03feb9a612cbd49b3a0bb473e89d8bd39badbc3caaf406,0x357458739F90461b99789350868CD7CF330Dd7EE,0x4Fa3b84ffd85b9f95F926f696C2c1f95BD7FC489,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x03f9ff9613e3800b456ff64b05ea569034a2237751fcb4b46e77fe7d1dce166b,0x357458739F90461b99789350868CD7CF330Dd7EE,0xA3c384781cE4d85921e7FBA1686EACAB83f4e9a1,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x04175c48c65765fe08e2857c906c186d3016b2ddf6702fb29f9d1fab02793223,0x357458739F90461b99789350868CD7CF330Dd7EE,0x61C6a0A9eafeB908e7F521e6B0CC6E3344d0221a,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x04317d774e482d137e65af743f2a47bd4238c4f6ed9ad1f7c0c6386075dd2078,0x357458739F90461b99789350868CD7CF330Dd7EE,0x0ba1Df089b5E89a989b386d6849ddC3B8F100B04,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x043cdd05bcd0858cea21bda0de1403a7ac4a7a22bcd8adf429f8a3d5bbcde9bc,0x357458739F90461b99789350868CD7CF330Dd7EE,0x4925c547F6785f80f4bd0c0Ef114A85c0a8252f8,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x0441dda27283ae0d515d7e60c8a62bf61428f77c65ce4accf90037345af8ba5e,0x357458739F90461b99789350868CD7CF330Dd7EE,0x1B0371825C27d548C94e0a1CCDEA61E3D6f068c9,0x0000000000000000000000000000000000000000000000000000000000000000,1,1719519591,1,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x0442f518d0a5699edcdab72f8aad59c12d99a0c1a3274a4a675603a948b16089,0x357458739F90461b99789350868CD7CF330Dd7EE,0xAdA95e488F74c5c2DDB3fB511F09cd884D47b67f,0x0000000000000000000000000000000000000000000000000000000000000000,1,1719519851,1,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x048ac7ed2ccb500560ccbcafc2203ca804c4d31dcf30c9e32d4a70cc8be0b471,0x357458739F90461b99789350868CD7CF330Dd7EE,0x5220E899fbb1Ac384af4ED9229E35Cd53bE63D95,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x04ac0ec0cc25e2fec4cdf7d18149e9b98bfe1138a03dcdc02abb1cce1a43eac5,0x357458739F90461b99789350868CD7CF330Dd7EE,0x7d95899437723c20da80f5A25EcBa9758a44440a,0x0000000000000000000000000000000000000000000000000000000000000000,1,1719519693,1,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x04c228972c79f571f486a15657d01d90af3fa4e868274d3ccfef315c56d097d2,0x357458739F90461b99789350868CD7CF330Dd7EE,0xd39EFEf7303b86100780bE890a82EC886ae5e3Fd,0x0000000000000000000000000000000000000000000000000000000000000000,1,0,,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
0x04c8362d5d996008c074f53d4b045c46d39399c6f7046eb6d5bdd98f358af0ea,0x357458739F90461b99789350868CD7CF330Dd7EE,0xA2Af9e6D4b579fbdFB7663A7f030B2a9a40F2A63,0x0000000000000000000000000000000000000000000000000000000000000000,1,1719519441,1,0,0x0000000000000000000000000000000000000000000000000000000000000001,0x254bd1b63e0591fefa66818ca054c78627306f253f86be6023725a67ee6bf9f4,"[{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""signature"":""bool verifiedCoinbaseOne"",""value"":{""name"":""verifiedCoinbaseOne"",""type"":""bool"",""value"":true}}]"
